protein,cluster
MGYP003245389161,503
MGYP000812033545,503
MGYP000915019504,503
MGYP001183919621,503
MGYP003289101747,503
MGYP005719136139,503
MGYP001168433583,503
MGYP005894671531,503
MGYP001751410336,503
MGYP003300188263,503
MGYP002289688977,504
MGYP001281845107,504
MGYP000889296009,504
MGYP002634226860,504
MGYP001374558421,504
MGYP003343043722,504
MGYP000298363747,505
MGYP003832982037,506
MGYP003443559511,507
MGYP003309217723,507
MGYP001060087868,507
MGYP002626785689,507
MGYP002525608321,507
MGYP005679741517,508
MGYP003310280313,509
MGYP002580598843,510
MGYP001537467820,510
MGYP001354576566,511
MGYP001482300481,511
MGYP000894630821,512
MGYP002424468986,513
MGYP002582395822,350
MGYP002572753069,350
MGYP000277752244,350
MGYP005816352167,350
MGYP002646378394,514
MGYP001791041330,350
MGYP000388688639,515
MGYP005860324753,516
MGYP003548227907,517
MGYP005911010993,518
MGYP004647984547,519
MGYP001001142699,181
MGYP002554737502,181
MGYP001691765617,181
MGYP001236199209,520
MGYP001030323941,520
MGYP006206268669,520
MGYP002655016702,521
MGYP003149154749,522
MGYP002658968458,523
MGYP005860692379,524
MGYP001780146652,524
MGYP001747623838,525
MGYP005998255629,364
MGYP001379102028,364
MGYP002754723071,364
MGYP000314664930,364
MGYP000462069447,526
MGYP001273541835,527
MGYP004531465049,528
MGYP002529586214,528
MGYP003603553422,529
MGYP001167951700,530
MGYP003558231679,531
MGYP003311634907,531
MGYP001420110090,531
MGYP006234988171,531
MGYP006216416699,532
MGYP000947422366,533
MGYP003240375776,533
MGYP000225847786,533
MGYP001215782266,533
MGYP005724565035,534
MGYP002540220700,40
MGYP001475605799,40
MGYP002310971444,40
MGYP003300227949,40
MGYP000870761105,535
MGYP000996250824,535
MGYP001070126029,535
MGYP001403430493,536
MGYP000689953175,537
MGYP006350508919,538
MGYP001780494357,539
MGYP000002555787,539
MGYP000879286073,539
MGYP001232726690,539
MGYP006210398371,539
MGYP002547283485,539
MGYP001100385735,250
MGYP001126721466,540
MGYP000054496192,541
MGYP000952977883,542
MGYP000476827069,543
MGYP006060644169,544
MGYP003253846916,545
MGYP000530211181,546
MGYP001125394750,546
MGYP001411158083,546
MGYP003351316402,546
MGYP006248185441,546
MGYP000406289596,547
MGYP003399022766,548
MGYP002790514119,549
MGYP002786627866,549
MGYP000646239472,550
MGYP002754351645,551
MGYP000844309664,551
MGYP003547193633,552
MGYP000221869457,553
MGYP002761913111,554
MGYP003344645010,555
MGYP000257296733,556
MGYP003098277617,556
MGYP003619245174,556
MGYP000768634531,557
MGYP003498989686,558
MGYP001250133288,559
MGYP000744846695,560
MGYP000039186694,560
MGYP003267767129,560
MGYP000417702547,560
MGYP006372177387,561
MGYP005605696953,562
MGYP002578739804,542
MGYP000283189088,563
MGYP000889713544,563
MGYP002729618427,564
MGYP000163709365,565
MGYP001763197439,478
MGYP001761584458,478
MGYP000482809966,478
MGYP000898800891,478
MGYP001250583045,478
MGYP001046294046,478
MGYP000881837432,478
MGYP000906530063,566
MGYP000767555174,567
MGYP002662919356,567
MGYP000800097402,567
MGYP003477306350,568
MGYP003288435084,569
MGYP001006687157,569
MGYP000838613251,569
MGYP006122010409,569
MGYP004518598473,569
MGYP003592615014,569
MGYP000038673161,569
MGYP003416929615,569
MGYP000850755024,570
MGYP001329981179,569
MGYP000369120478,569
MGYP001139607829,569
MGYP004733379683,571
MGYP000922680310,572
MGYP001727828532,572
MGYP003353559434,573
MGYP005902013115,574
MGYP003343595419,575
MGYP006136231661,576
MGYP001825496798,577
MGYP003184253074,578
MGYP006431373779,579
MGYP003423628564,580
MGYP001738398505,581
MGYP001085091383,582
MGYP001567694103,583
MGYP000791463798,584
MGYP002710055650,584
MGYP000983627474,585
MGYP000256679094,585
MGYP000474221503,585
MGYP002612049813,585
MGYP001528724516,585
MGYP001528769608,585
MGYP001100535882,585
MGYP000397555795,585
MGYP003302762210,585
MGYP004707135119,585
MGYP000829361234,585
MGYP002424082623,585
MGYP001035680897,585
MGYP001299508493,585
MGYP003954889161,585
MGYP000359614304,586
MGYP001325903694,585
MGYP001037059633,585
MGYP003954530595,585
MGYP001157837079,587
MGYP005749175015,588
MGYP000943658236,588
MGYP002376488253,589
MGYP001209372699,589
MGYP001108470821,590
MGYP000594246753,591
MGYP000772147186,592
MGYP001110868001,592
MGYP001502022590,593
MGYP003285358913,594
MGYP003956855803,595
MGYP000978871724,339
MGYP000591911816,340
MGYP001606050382,340
MGYP000503253588,340
MGYP006108857161,340
MGYP000991238422,596
MGYP000909624899,597
MGYP001500616660,597
MGYP003424312289,598
MGYP006295558841,599
MGYP000019337517,600
MGYP001276739144,601
MGYP000397219956,601
MGYP001179193470,602
MGYP000007271477,603
MGYP001062309037,604
MGYP000529589045,604
MGYP002779568320,605
MGYP000236252216,605
MGYP006300120895,605
MGYP000116758330,605
MGYP005858258587,605
MGYP005796471969,606
MGYP000033087005,606
MGYP005914247267,607
MGYP003195199604,608
MGYP001017663866,609
MGYP002802375123,394
MGYP000024354843,394
MGYP001420444135,610
MGYP003472821965,84
MGYP001523285696,84
MGYP000757850773,611
MGYP001635692480,611
MGYP001059419881,612
MGYP001566944512,612
MGYP001628173765,612
MGYP003705609651,612
MGYP001130908232,613
MGYP001583386257,614
MGYP000034842731,614
MGYP006216678199,615
MGYP003639232717,616
MGYP000357748895,617
MGYP000139355207,618
MGYP004480072771,618
MGYP001513922451,618
MGYP001455402331,619
MGYP001186237409,620
MGYP000121519717,620
MGYP002516270912,620
MGYP006337461633,620
MGYP000857337632,621
MGYP003521472174,620
MGYP000185489604,622
MGYP005905502441,350
MGYP000753076393,350
MGYP000357694146,350
MGYP003165263595,350
MGYP006056211521,349
MGYP002583705054,349
MGYP003221571201,623
MGYP002002724492,624
MGYP001125588062,625
MGYP005798627337,626
MGYP000982586994,627
MGYP005912219373,626
MGYP002769204787,628
MGYP000516391399,626
MGYP004621400747,626
MGYP001069952471,626
MGYP003361873929,626
MGYP001660886570,629
MGYP000868415307,630
MGYP001822500155,631
MGYP001009986401,631
MGYP001220355939,631
MGYP001196450130,631
MGYP001437059200,631
MGYP003940332083,631
MGYP000627126828,632
MGYP001587482919,631
MGYP001419122055,633
MGYP003515623811,634
MGYP001639166160,635
MGYP002787333631,636
MGYP003219248536,637
MGYP004657312219,638
MGYP006301892081,639
MGYP001420783856,640
MGYP000877478721,641
MGYP000918830222,642
MGYP003562691867,642
MGYP001000583490,643
MGYP002615918150,643
MGYP001041638185,644
MGYP003034019249,644
MGYP002732919995,644
MGYP005806101893,645
MGYP006075968571,646
MGYP004521741293,647
MGYP002591039979,483
MGYP000782603575,483
MGYP002660415003,483
MGYP000374811920,483
MGYP001213124021,648
MGYP000130485486,649
MGYP000721300081,649
MGYP004716500617,84
MGYP003953383021,651
MGYP005870524445,651
MGYP006110231961,652
MGYP003312201899,653
MGYP001743588614,654
MGYP000881847192,654
MGYP002744363438,654
MGYP004519015155,40
MGYP004571425159,40
MGYP003288884378,40
MGYP001068223063,40
MGYP001778850415,40
MGYP001173813101,40
MGYP001371579045,40
MGYP001595852563,40
MGYP006216950933,40
MGYP002865478156,532
MGYP006217772999,532
MGYP003606451564,655
MGYP000339443675,655
MGYP004545713227,655
MGYP002546602392,655
MGYP004492434621,655
MGYP000861219196,655
MGYP000787178916,655
MGYP000555238318,655
MGYP001091456255,655
MGYP002640910202,656
MGYP002269427873,657
MGYP001178433315,658
MGYP000363759876,659
MGYP000338572228,659
MGYP004539327431,129
MGYP004596905681,129
MGYP003320036706,660
MGYP001594424730,128
MGYP006057203535,128
MGYP001614986683,128
MGYP001329288691,128
MGYP002512254401,128
MGYP005758663771,128
MGYP000645835333,128
MGYP001002763158,128
MGYP001582714163,661
MGYP000433431061,662
MGYP002558275510,128
MGYP002571526475,128
MGYP003422688128,663
MGYP003498922018,664
MGYP001103891164,664
MGYP000763240148,664
MGYP002041387683,665
MGYP001614765728,666
MGYP000050931335,667
MGYP000507780415,668
MGYP003276857324,668
MGYP000236361358,668
MGYP000339933452,668
MGYP001108563298,668
MGYP002798136079,668
MGYP001541763156,669
MGYP000086930402,668
MGYP003082030859,668
MGYP000792076209,670
MGYP001343216280,668
MGYP002857690279,668
MGYP002619351474,671
MGYP000300349244,668
MGYP002519772351,668
MGYP004516794583,671
MGYP002978540473,668
MGYP001136748875,670
MGYP002609277186,672
MGYP002783181579,671
MGYP000939505754,670
MGYP001835654669,514
MGYP000712639887,673
MGYP001447186591,674
MGYP005948673571,675
MGYP002901896219,676
MGYP001046119318,677
MGYP001243145013,678
MGYP005744883155,631
MGYP001376287450,631
MGYP001283278110,631
MGYP003305945610,631
MGYP003406562752,631
MGYP000981087686,631
MGYP001812308818,679
MGYP000172610393,680
MGYP001983563073,681
MGYP002703941700,682
MGYP004657639931,682
MGYP001211076854,683
MGYP003609596187,683
MGYP006428744413,683
MGYP005786555131,684
MGYP003345436194,685
MGYP002637941727,686
MGYP002764330450,686
MGYP000110462226,686
MGYP000771866839,686
MGYP002573232424,686
MGYP001178647553,687
MGYP001284135592,687
MGYP000951004877,688
MGYP003303658938,689
MGYP002778252890,690
MGYP001171594606,691
MGYP001303038046,691
MGYP006077101491,691
MGYP001738106865,563
MGYP000296994409,692
MGYP000759713825,563
MGYP000859481222,691
MGYP001317085458,693
MGYP000911469389,563
MGYP000993992299,563
MGYP006079441683,694
MGYP004551954943,695
MGYP000083143054,694
MGYP001624390683,696
MGYP002624255976,694
MGYP001657906162,694
MGYP002672331821,694
MGYP000014752699,563
MGYP000860512534,697
MGYP001451083973,698
MGYP000604532082,563
MGYP000746809830,563
MGYP000085096354,694
MGYP000666234717,699
MGYP003473885861,699
MGYP006387292835,700
MGYP001219129781,701
MGYP001054722088,702
MGYP005656661255,703
MGYP001382666178,503
MGYP001302795644,503
MGYP001337625348,503
MGYP002640211854,503
MGYP001312184813,704
MGYP003227832420,704
MGYP001527261721,704
MGYP002041388514,704
MGYP005961951895,704
MGYP002513303204,704
MGYP002539168664,705
MGYP000629575206,706
MGYP002623662750,707
MGYP002855351919,181
MGYP006093730881,181
MGYP000710549445,181
MGYP004593024707,708
MGYP000173707083,708
MGYP002145911801,708
MGYP001101910810,709
MGYP001236986599,710
MGYP000714370391,710
MGYP002641958169,710
MGYP005744540439,710
MGYP001586851134,710
MGYP003451368141,710
MGYP002777817438,64
MGYP002786682950,64
MGYP001132481459,711
MGYP003682213223,712
MGYP005875240563,713
MGYP001204606024,714
MGYP001232658660,714
MGYP000665551498,714
MGYP001033353459,714
MGYP003284501384,715
MGYP002922894085,715
MGYP000747519422,715
MGYP002742368969,716
MGYP000767332680,717
MGYP002627670199,244
MGYP005938155281,244
MGYP000190741476,718
MGYP000841100075,718
MGYP004563632807,198
MGYP000458278564,198
MGYP001248667042,198
MGYP003087108040,198
MGYP002525394637,198
MGYP001792767244,198
MGYP001605323025,198
MGYP000821690724,198
MGYP001023751279,314
MGYP005784148861,314
MGYP001773381685,314
MGYP002573763563,314
MGYP006169032621,719
MGYP002315452242,100
MGYP000973019436,100
MGYP004458790889,720
MGYP003231783832,721
MGYP000347045498,722
MGYP004540287285,721
MGYP006209648853,723
MGYP000520361419,724
MGYP006425471521,725
MGYP000514824518,726
MGYP002113579402,727
MGYP002654832599,728
MGYP001091174441,729
MGYP001479198398,730
MGYP001020594392,111
MGYP001001483751,111
MGYP001561702403,111
MGYP000853880558,111
MGYP004534632415,112
MGYP004580426877,731
MGYP000866623711,113
MGYP003381607754,732
MGYP000004956664,339
MGYP000875161514,339
MGYP001454521666,339
MGYP000990965057,339
MGYP002637618904,339
MGYP001394180419,339
MGYP000924744202,733
MGYP001239398254,734
MGYP000809065306,115
MGYP005752191231,115
MGYP000586929672,735
MGYP003532406320,116
MGYP000863487007,366
MGYP001358269078,366
MGYP001512264475,366
MGYP001508988846,366
MGYP003193789234,366
MGYP001110563901,736
MGYP001765230547,737
MGYP003529727652,738
MGYP000921702374,739
MGYP003394934073,739
MGYP006188855139,740
MGYP001009544190,740
MGYP000586730159,740
MGYP002072516156,740
MGYP001213128102,740
MGYP005840995107,740
MGYP000858375996,740
MGYP003573663304,740
MGYP000996899313,741
MGYP001554317960,742
MGYP001482013653,743
MGYP001323701214,744
MGYP001439687092,428
MGYP003346395418,428
MGYP001454683999,428
MGYP001580587526,745
MGYP002538985863,746
MGYP000741009769,746
MGYP001457084540,746
MGYP003294094415,746
MGYP002561662467,746
MGYP002935931031,28
MGYP000610346140,747
MGYP000238418999,747
MGYP002657182510,748
MGYP004471291955,748
MGYP001463915649,749
MGYP005934872295,748
MGYP002711195220,28
MGYP001066010926,750
MGYP000584739384,161
MGYP004495087273,750
MGYP001537056972,751
MGYP000821523707,752
MGYP000263140243,753
MGYP003408129396,754
MGYP000196347122,755
MGYP004510130137,756
MGYP001741437678,757
MGYP004747956779,758
MGYP001368836120,759
MGYP001979661168,760
MGYP000012115926,761
MGYP005819390953,762
MGYP000821677009,763
MGYP001255254209,764
MGYP001622925361,764
MGYP000183375071,764
MGYP000108810564,764
MGYP003262874282,765
MGYP000628805027,766
MGYP001150538447,767
MGYP001131441574,768
MGYP001770418141,14
MGYP001503147588,769
MGYP006112142363,770
MGYP000246463185,771
MGYP000827509498,772
MGYP002513449597,773
MGYP003254867809,773
MGYP003352741982,774
MGYP000485672561,774
MGYP003142471729,774
MGYP000704432444,775
MGYP000713861314,776
MGYP000612472723,776
MGYP000878660248,776
MGYP001765335069,776
MGYP001209470934,116
MGYP003564567804,116
MGYP005898484361,116
MGYP000917423080,777
MGYP001597756988,778
MGYP000068388654,778
MGYP002563114465,778
MGYP004590253031,779
MGYP003158077201,780
MGYP001028741113,780
MGYP002753081218,781
MGYP001460430137,782
MGYP002785151539,783
MGYP000925340923,784
MGYP001256496755,784
MGYP002173935121,784
MGYP001201282032,784
MGYP000060716172,784
MGYP006343662975,784
MGYP002449802826,785
MGYP002307895289,786
MGYP001351453558,787
MGYP000661890764,787
MGYP003084385572,788
MGYP001420310731,789
MGYP002728102094,790
MGYP005902435999,791
MGYP004529947025,792
MGYP000581043809,792
MGYP001121551452,793
MGYP001176855514,793
MGYP001176081517,794
MGYP000559915066,794
MGYP005700261967,793
MGYP000285961605,795
MGYP005865898853,796
MGYP003599242240,797
MGYP001141390888,610
MGYP002657262398,394
MGYP001661733855,798
MGYP000191358579,799
MGYP003159351784,800
MGYP002459360659,800
MGYP004733077309,800
MGYP000870233335,800
MGYP001183837644,800
MGYP003668521890,800
MGYP001481292328,801
MGYP000864830304,802
MGYP001037081253,803
MGYP003347164071,804
MGYP004495333121,805
MGYP001383492312,805
MGYP001282877034,805
MGYP001432049056,805
MGYP000110822826,805
MGYP001450916109,805
MGYP004599471921,805
MGYP003326391952,806
MGYP001533461326,807
MGYP000237716767,808
MGYP001166158482,127
MGYP000812659760,127
MGYP001250221901,127
MGYP003612015898,809
MGYP000786130018,810
MGYP003167285653,810
MGYP000510890989,810
MGYP001440268333,811
MGYP002675741738,812
MGYP000686018568,812
MGYP003506471739,812
MGYP000671145245,813
MGYP000726883530,814
MGYP001367144365,815
MGYP000866750820,816
MGYP002540581470,816
MGYP001327396003,816
MGYP000976658868,816
MGYP001108048331,816
MGYP001553334420,816
MGYP001329011200,816
MGYP003487701306,816
MGYP001824643332,816
MGYP002639042579,816
MGYP001363368065,816
MGYP001263945082,816
MGYP000341290056,816
MGYP001501121065,816
MGYP001281528008,816
MGYP003440736872,816
MGYP000383024758,816
MGYP002171434317,816
MGYP003111696985,816
MGYP000613380604,816
MGYP005736615489,816
MGYP001324856555,817
MGYP000122520636,818
MGYP001533603790,818
MGYP002515911015,818
MGYP003411088187,462
MGYP000154981552,819
MGYP000265202718,820
MGYP001339796337,821
MGYP003621490115,822
MGYP003538629745,823
MGYP005717487407,824
MGYP001250440763,825
MGYP000429219052,826
MGYP000272082826,827
MGYP001228650480,828
MGYP006305047033,828
MGYP001280132248,828
MGYP001355892598,829
MGYP003510910288,830
MGYP003196912560,830
MGYP001518609636,830
MGYP001777882703,830
MGYP003045101938,270
MGYP001758302167,270
MGYP000465550432,831
MGYP000287997802,270
MGYP002653890331,832
MGYP002582593042,833
MGYP005687771211,86
MGYP002636992449,86
MGYP003194123015,834
MGYP002676906807,396
MGYP003313143403,396
MGYP001337766543,835
MGYP005849371931,244
MGYP000995048934,244
MGYP000227946594,244
MGYP006059016765,244
MGYP001484118180,836
MGYP001268190211,837
MGYP002639539886,837
MGYP006162205377,837
MGYP000088421874,838
MGYP002066686655,839
MGYP001405651766,840
MGYP001653492782,841
MGYP006241733933,181
MGYP001266952097,842
MGYP001257724477,843
MGYP001139083750,844
MGYP000537568577,171
MGYP000254989110,845
MGYP006394029781,845
MGYP001111195127,845
MGYP002566710019,846
MGYP002912560541,847
MGYP003383632514,848
MGYP001615014294,849
MGYP002414118944,850
MGYP002602502786,851
MGYP000496099406,851
MGYP000678725138,851
MGYP004574964391,851
MGYP000436633547,852
MGYP004709803575,852
MGYP003205406662,853
MGYP002113779864,853
MGYP001374517037,853
MGYP000641902491,854
MGYP001054068172,855
MGYP000785466769,856
MGYP003611472216,857
MGYP003491623723,858
MGYP000585491041,859
MGYP000938014796,859
MGYP000820604111,859
MGYP000929955119,859
MGYP000885189720,859
MGYP000869497408,859
MGYP000488109634,859
MGYP003169436867,859
MGYP000674502535,860
MGYP001244807290,860
MGYP005709563547,861
MGYP004705839067,861
MGYP000851928364,861
MGYP000701806175,861
MGYP000982684879,861
MGYP005843046597,861
MGYP003665025407,861
MGYP002613812883,861
MGYP000966991038,861
MGYP001421354875,861
MGYP004483229661,861
MGYP005985023493,861
MGYP001955705932,861
MGYP001003237711,861
MGYP000430232251,861
MGYP000386092503,862
MGYP001133025539,861
MGYP005665937765,863
MGYP001365333988,864
MGYP006130841399,864
MGYP006450504431,865
MGYP000233632386,866
MGYP000391134979,866
MGYP002658443562,866
MGYP001212556229,867
MGYP001088484161,868
MGYP000076930194,868
MGYP002553503827,868
MGYP001322185183,869
MGYP006164523527,870
MGYP001337471156,871
MGYP005690514233,871
MGYP003420777952,872
MGYP003150568269,873
MGYP003603876948,67
MGYP001822261251,67
MGYP001125141771,874
MGYP000476395542,875
MGYP004666297171,876
MGYP000849070686,877
MGYP001010376201,878
MGYP002775265979,878
MGYP003230633838,879
MGYP000558094964,880
MGYP000208413396,881
MGYP001132565250,882
MGYP003515581401,882
MGYP003655033130,883
MGYP003484866995,884
MGYP003430313884,884
MGYP000991529579,885
MGYP003394865692,886
MGYP002802893353,887
MGYP001167521404,569
MGYP000135262466,569
MGYP003282757990,569
MGYP005643448661,569
MGYP002769105867,888
MGYP003267523325,889
MGYP003441239175,890
MGYP006448266589,891
MGYP000300237899,483
MGYP000286637830,483
MGYP000697431663,483
MGYP000906405539,483
MGYP003482704339,892
MGYP003969695299,893
MGYP001589252305,366
MGYP000767319026,366
MGYP001097585727,366
MGYP005931365567,366
MGYP000100822244,366
MGYP000838336064,366
MGYP001632704031,366
MGYP001190394367,894
MGYP004601320157,174
MGYP001565757714,174
MGYP003581518512,174
MGYP003415856168,174
MGYP000799545063,174
MGYP001520384720,174
MGYP006340474949,174
MGYP001555840145,419
MGYP001228707161,419
MGYP000086077255,895
MGYP002941567659,896
MGYP003097692895,897
MGYP000894559596,898
MGYP003101854819,898
MGYP004540030359,899
MGYP000836160303,899
MGYP000560680742,899
MGYP001556267539,900
MGYP000580135365,901
MGYP002797676976,902
