protein,cluster
MGYP003090335245,501
MGYP001413644069,501
MGYP003245389161,501
MGYP000812033545,501
MGYP000915019504,501
MGYP001183919621,501
MGYP003289101747,501
MGYP005719136139,501
MGYP001168433583,501
MGYP005894671531,501
MGYP001751410336,501
MGYP003300188263,501
MGYP002289688977,502
MGYP001281845107,502
MGYP000889296009,502
MGYP002634226860,502
MGYP001374558421,502
MGYP003343043722,502
MGYP000298363747,503
MGYP003832982037,504
MGYP003443559511,505
MGYP003309217723,505
MGYP001060087868,505
MGYP002626785689,505
MGYP002525608321,505
MGYP005679741517,506
MGYP003310280313,507
MGYP002580598843,508
MGYP001537467820,508
MGYP001354576566,509
MGYP001482300481,509
MGYP000894630821,510
MGYP002424468986,511
MGYP002582395822,348
MGYP002572753069,348
MGYP000277752244,348
MGYP005816352167,348
MGYP002646378394,512
MGYP001791041330,348
MGYP000388688639,513
MGYP005860324753,514
MGYP003548227907,515
MGYP005911010993,516
MGYP004647984547,517
MGYP001001142699,179
MGYP002554737502,179
MGYP001691765617,179
MGYP001236199209,518
MGYP001030323941,518
MGYP006206268669,518
MGYP002655016702,519
MGYP003149154749,520
MGYP002658968458,521
MGYP005860692379,522
MGYP001780146652,522
MGYP001747623838,523
MGYP005998255629,362
MGYP001379102028,362
MGYP002754723071,362
MGYP000314664930,362
MGYP000462069447,524
MGYP001273541835,525
MGYP004531465049,526
MGYP002529586214,526
MGYP003603553422,527
MGYP001167951700,528
MGYP003558231679,529
MGYP003311634907,529
MGYP001420110090,529
MGYP006234988171,529
MGYP006216416699,530
MGYP000947422366,531
MGYP003240375776,531
MGYP000225847786,531
MGYP001215782266,531
MGYP005724565035,532
MGYP002540220700,39
MGYP001475605799,39
MGYP002310971444,39
MGYP003300227949,39
MGYP000870761105,533
MGYP000996250824,533
MGYP001070126029,533
MGYP001403430493,534
MGYP000689953175,535
MGYP006350508919,536
MGYP001780494357,537
MGYP000002555787,537
MGYP000879286073,537
MGYP001232726690,537
MGYP006210398371,537
MGYP002547283485,537
MGYP001100385735,248
MGYP001126721466,538
MGYP000054496192,539
MGYP000952977883,540
MGYP000476827069,541
MGYP006060644169,542
MGYP003253846916,543
MGYP000530211181,544
MGYP001125394750,544
MGYP001411158083,544
MGYP003351316402,544
MGYP006248185441,544
MGYP000406289596,545
MGYP003399022766,546
MGYP002790514119,547
MGYP002786627866,547
MGYP000646239472,548
MGYP002754351645,549
MGYP000844309664,549
MGYP003547193633,550
MGYP000221869457,551
MGYP002761913111,552
MGYP003344645010,553
MGYP000257296733,554
MGYP003098277617,554
MGYP003619245174,554
MGYP000768634531,555
MGYP003498989686,556
MGYP001250133288,557
MGYP000744846695,558
MGYP000039186694,558
MGYP003267767129,558
MGYP000417702547,558
MGYP006372177387,559
MGYP005605696953,560
MGYP002578739804,540
MGYP000283189088,561
MGYP000889713544,561
MGYP002729618427,562
MGYP000163709365,563
MGYP001763197439,476
MGYP001761584458,476
MGYP000482809966,476
MGYP000898800891,476
MGYP001250583045,476
MGYP001046294046,476
MGYP000881837432,476
MGYP000906530063,564
MGYP000767555174,565
MGYP002662919356,565
MGYP000800097402,565
MGYP003477306350,566
MGYP003288435084,567
MGYP001006687157,567
MGYP000838613251,567
MGYP006122010409,567
MGYP004518598473,567
MGYP003592615014,567
MGYP000038673161,567
MGYP003416929615,567
MGYP000850755024,568
MGYP001329981179,567
MGYP000369120478,567
MGYP001139607829,567
MGYP004733379683,569
MGYP000922680310,570
MGYP001727828532,570
MGYP003353559434,571
MGYP005902013115,572
MGYP003343595419,573
MGYP006136231661,574
MGYP001825496798,575
MGYP003184253074,576
MGYP006431373779,577
MGYP003423628564,578
MGYP001738398505,579
MGYP001085091383,580
MGYP001567694103,581
MGYP000791463798,582
MGYP002710055650,582
MGYP000983627474,583
MGYP000256679094,583
MGYP000474221503,583
MGYP002612049813,583
MGYP001528724516,583
MGYP001528769608,583
MGYP001100535882,583
MGYP000397555795,583
MGYP003302762210,583
MGYP004707135119,583
MGYP000829361234,583
MGYP002424082623,583
MGYP001035680897,583
MGYP001299508493,583
MGYP003954889161,583
MGYP000359614304,584
MGYP001325903694,583
MGYP001037059633,583
MGYP003954530595,583
MGYP001157837079,585
MGYP005749175015,586
MGYP000943658236,586
MGYP002376488253,587
MGYP001209372699,587
MGYP001108470821,588
MGYP000594246753,589
MGYP000772147186,590
MGYP001110868001,590
MGYP001502022590,591
MGYP003285358913,592
MGYP003956855803,593
MGYP000978871724,337
MGYP000591911816,338
MGYP001606050382,338
MGYP000503253588,338
MGYP006108857161,338
MGYP000991238422,594
MGYP000909624899,595
MGYP001500616660,595
MGYP003424312289,596
MGYP006295558841,597
MGYP000019337517,598
MGYP001276739144,599
MGYP000397219956,599
MGYP001179193470,600
MGYP000007271477,601
MGYP001062309037,602
MGYP000529589045,602
MGYP002779568320,603
MGYP000236252216,603
MGYP006300120895,603
MGYP000116758330,603
MGYP005858258587,603
MGYP005796471969,604
MGYP000033087005,604
MGYP005914247267,605
MGYP003195199604,606
MGYP001017663866,607
MGYP002802375123,392
MGYP000024354843,392
MGYP001420444135,608
MGYP003472821965,648
MGYP001523285696,648
MGYP000757850773,609
MGYP001635692480,609
MGYP001059419881,610
MGYP001566944512,610
MGYP001628173765,610
MGYP003705609651,610
MGYP001130908232,611
MGYP001583386257,612
MGYP000034842731,612
MGYP006216678199,613
MGYP003639232717,614
MGYP000357748895,615
MGYP000139355207,616
MGYP004480072771,616
MGYP001513922451,616
MGYP001455402331,617
MGYP001186237409,618
MGYP000121519717,618
MGYP002516270912,618
MGYP006337461633,618
MGYP000857337632,619
MGYP003521472174,618
MGYP000185489604,620
MGYP005905502441,348
MGYP000753076393,348
MGYP000357694146,348
MGYP003165263595,348
MGYP006056211521,347
MGYP002583705054,347
MGYP003221571201,621
MGYP002002724492,622
MGYP001125588062,623
MGYP005798627337,624
MGYP000982586994,625
MGYP005912219373,624
MGYP002769204787,626
MGYP000516391399,624
MGYP004621400747,624
MGYP001069952471,624
MGYP003361873929,624
MGYP001660886570,627
MGYP000868415307,628
MGYP001822500155,629
MGYP001009986401,629
MGYP001220355939,629
MGYP001196450130,629
MGYP001437059200,629
MGYP003940332083,629
MGYP000627126828,630
MGYP001587482919,629
MGYP001419122055,631
MGYP003515623811,632
MGYP001639166160,633
MGYP002787333631,634
MGYP003219248536,635
MGYP004657312219,636
MGYP006301892081,637
MGYP001420783856,638
MGYP000877478721,639
MGYP000918830222,640
MGYP003562691867,640
MGYP001000583490,641
MGYP002615918150,641
MGYP001041638185,642
MGYP003034019249,642
MGYP002732919995,642
MGYP005806101893,643
MGYP006075968571,644
MGYP004521741293,645
MGYP002591039979,481
MGYP000782603575,481
MGYP002660415003,481
MGYP000374811920,481
MGYP001213124021,646
MGYP000130485486,647
MGYP000721300081,647
MGYP004716500617,648
MGYP003953383021,649
MGYP005870524445,649
MGYP006110231961,650
MGYP003312201899,651
MGYP001743588614,652
MGYP000881847192,652
MGYP002744363438,652
MGYP004519015155,39
MGYP004571425159,39
MGYP003288884378,39
MGYP001068223063,39
MGYP001778850415,39
MGYP001173813101,39
MGYP001371579045,39
MGYP001595852563,39
MGYP006216950933,39
MGYP002865478156,530
MGYP006217772999,530
MGYP003606451564,653
MGYP000339443675,653
MGYP004545713227,653
MGYP002546602392,653
MGYP004492434621,653
MGYP000861219196,653
MGYP000787178916,653
MGYP000555238318,653
MGYP001091456255,653
MGYP002640910202,654
MGYP002269427873,655
MGYP001178433315,656
MGYP000363759876,657
MGYP000338572228,657
MGYP004539327431,127
MGYP004596905681,127
MGYP003320036706,658
MGYP001594424730,126
MGYP006057203535,126
MGYP001614986683,126
MGYP001329288691,126
MGYP002512254401,126
MGYP005758663771,126
MGYP000645835333,126
MGYP001002763158,126
MGYP001582714163,659
MGYP000433431061,660
MGYP002558275510,126
MGYP002571526475,126
MGYP003422688128,661
MGYP003498922018,662
MGYP001103891164,662
MGYP000763240148,662
MGYP002041387683,663
MGYP001614765728,664
MGYP000050931335,665
MGYP000507780415,666
MGYP003276857324,666
MGYP000236361358,666
MGYP000339933452,666
MGYP001108563298,666
MGYP002798136079,666
MGYP001541763156,667
MGYP000086930402,666
MGYP003082030859,666
MGYP000792076209,668
MGYP001343216280,666
MGYP002857690279,666
MGYP002619351474,669
MGYP000300349244,666
MGYP002519772351,666
MGYP004516794583,669
MGYP002978540473,666
MGYP001136748875,668
MGYP002609277186,670
MGYP002783181579,669
MGYP000939505754,668
MGYP001835654669,512
MGYP000712639887,671
MGYP001447186591,672
MGYP005948673571,673
MGYP002901896219,674
MGYP001046119318,675
MGYP001243145013,676
MGYP005744883155,629
MGYP001376287450,629
MGYP001283278110,629
MGYP003305945610,629
MGYP003406562752,629
MGYP000981087686,629
MGYP001812308818,677
MGYP000172610393,678
MGYP001983563073,679
MGYP002703941700,680
MGYP004657639931,680
MGYP001211076854,681
MGYP003609596187,681
MGYP006428744413,681
MGYP005786555131,682
MGYP003345436194,683
MGYP002637941727,684
MGYP002764330450,684
MGYP000110462226,684
MGYP000771866839,684
MGYP002573232424,684
MGYP001178647553,685
MGYP001284135592,685
MGYP000951004877,686
MGYP003303658938,687
MGYP002778252890,688
MGYP001171594606,689
MGYP001303038046,689
MGYP006077101491,689
MGYP001738106865,561
MGYP000296994409,690
MGYP000759713825,561
MGYP000859481222,689
MGYP001317085458,691
MGYP000911469389,561
MGYP000993992299,561
MGYP006079441683,692
MGYP004551954943,693
MGYP000083143054,692
MGYP001624390683,694
MGYP002624255976,692
MGYP001657906162,692
MGYP002672331821,692
MGYP000014752699,561
MGYP000860512534,695
MGYP001451083973,696
MGYP000604532082,561
MGYP000746809830,561
MGYP000085096354,692
MGYP000666234717,697
MGYP003473885861,697
MGYP006387292835,698
MGYP001219129781,699
MGYP001054722088,700
MGYP005656661255,701
MGYP001382666178,501
MGYP001302795644,501
MGYP001337625348,501
MGYP002640211854,501
MGYP001312184813,702
MGYP003227832420,702
MGYP001527261721,702
MGYP002041388514,702
MGYP005961951895,702
MGYP002513303204,702
MGYP002539168664,703
MGYP000629575206,704
MGYP002623662750,705
MGYP002855351919,179
MGYP006093730881,179
MGYP000710549445,179
MGYP004593024707,706
MGYP000173707083,706
MGYP002145911801,706
MGYP001101910810,707
MGYP001236986599,708
MGYP000714370391,708
MGYP002641958169,708
MGYP005744540439,708
MGYP001586851134,708
MGYP003451368141,708
MGYP002777817438,63
MGYP002786682950,63
MGYP001132481459,709
MGYP003682213223,710
MGYP005875240563,711
MGYP001204606024,712
MGYP001232658660,712
MGYP000665551498,712
MGYP001033353459,712
MGYP003284501384,713
MGYP002922894085,713
MGYP000747519422,713
MGYP002742368969,714
MGYP000767332680,715
MGYP002627670199,242
MGYP005938155281,242
MGYP000190741476,716
MGYP000841100075,716
MGYP004563632807,196
MGYP000458278564,196
MGYP001248667042,196
MGYP003087108040,196
MGYP002525394637,196
MGYP001792767244,196
MGYP001605323025,196
MGYP000821690724,196
MGYP001023751279,312
MGYP005784148861,312
MGYP001773381685,312
MGYP002573763563,312
MGYP006169032621,717
MGYP002315452242,98
MGYP000973019436,98
MGYP004458790889,718
MGYP003231783832,719
MGYP000347045498,720
MGYP004540287285,719
MGYP006209648853,721
MGYP000520361419,722
MGYP006425471521,723
MGYP000514824518,724
MGYP002113579402,725
MGYP002654832599,726
MGYP001091174441,727
MGYP001479198398,728
MGYP001020594392,109
MGYP001001483751,109
MGYP001561702403,109
MGYP000853880558,109
MGYP004534632415,110
MGYP004580426877,729
MGYP000866623711,111
MGYP003381607754,730
MGYP000004956664,337
MGYP000875161514,337
MGYP001454521666,337
MGYP000990965057,337
MGYP002637618904,337
MGYP001394180419,337
MGYP000924744202,731
MGYP001239398254,732
MGYP000809065306,113
MGYP005752191231,113
MGYP000586929672,733
MGYP003532406320,114
MGYP000863487007,364
MGYP001358269078,364
MGYP001512264475,364
MGYP001508988846,364
MGYP003193789234,364
MGYP001110563901,734
MGYP001765230547,735
MGYP003529727652,736
MGYP000921702374,737
MGYP003394934073,737
MGYP006188855139,738
MGYP001009544190,738
MGYP000586730159,738
MGYP002072516156,738
MGYP001213128102,738
MGYP005840995107,738
MGYP000858375996,738
MGYP003573663304,738
MGYP000996899313,739
MGYP001554317960,740
MGYP001482013653,741
MGYP001323701214,742
MGYP001439687092,426
MGYP003346395418,426
MGYP001454683999,426
MGYP001580587526,743
MGYP002538985863,744
MGYP000741009769,744
MGYP001457084540,744
MGYP003294094415,744
MGYP002561662467,744
MGYP002935931031,27
MGYP000610346140,745
MGYP000238418999,745
MGYP002657182510,746
MGYP004471291955,746
MGYP001463915649,747
MGYP005934872295,746
MGYP002711195220,27
MGYP001066010926,748
MGYP000584739384,159
MGYP004495087273,748
MGYP001537056972,749
MGYP000821523707,750
MGYP000263140243,751
MGYP003408129396,752
MGYP000196347122,753
MGYP004510130137,754
MGYP001741437678,755
MGYP004747956779,756
MGYP001368836120,757
MGYP001979661168,758
MGYP000012115926,759
MGYP005819390953,760
MGYP000821677009,761
MGYP001255254209,762
MGYP001622925361,762
MGYP000183375071,762
MGYP000108810564,762
MGYP003262874282,763
MGYP000628805027,764
MGYP001150538447,765
MGYP001131441574,766
MGYP001770418141,13
MGYP001503147588,767
MGYP006112142363,768
MGYP000246463185,769
MGYP000827509498,770
MGYP002513449597,771
MGYP003254867809,771
MGYP003352741982,772
MGYP000485672561,772
MGYP003142471729,772
MGYP000704432444,773
MGYP000713861314,774
MGYP000612472723,774
MGYP000878660248,774
MGYP001765335069,774
MGYP001209470934,114
MGYP003564567804,114
MGYP005898484361,114
MGYP000917423080,775
MGYP001597756988,776
MGYP000068388654,776
MGYP002563114465,776
MGYP004590253031,777
MGYP003158077201,778
MGYP001028741113,778
MGYP002753081218,779
MGYP001460430137,780
MGYP002785151539,781
MGYP000925340923,782
MGYP001256496755,782
MGYP002173935121,782
MGYP001201282032,782
MGYP000060716172,782
MGYP006343662975,782
MGYP002449802826,783
MGYP002307895289,784
MGYP001351453558,785
MGYP000661890764,785
MGYP003084385572,786
MGYP001420310731,787
MGYP002728102094,788
MGYP005902435999,789
MGYP004529947025,790
MGYP000581043809,790
MGYP001121551452,791
MGYP001176855514,791
MGYP001176081517,792
MGYP000559915066,792
MGYP005700261967,791
MGYP000285961605,793
MGYP005865898853,794
MGYP003599242240,795
MGYP001141390888,608
MGYP002657262398,392
MGYP001661733855,796
MGYP000191358579,797
MGYP003159351784,798
MGYP002459360659,798
MGYP004733077309,798
MGYP000870233335,798
MGYP001183837644,798
MGYP003668521890,798
MGYP001481292328,799
MGYP000864830304,800
MGYP001037081253,801
MGYP003347164071,802
MGYP004495333121,803
MGYP001383492312,803
MGYP001282877034,803
MGYP001432049056,803
MGYP000110822826,803
MGYP001450916109,803
MGYP004599471921,803
MGYP003326391952,804
MGYP001533461326,805
MGYP000237716767,806
MGYP001166158482,125
MGYP000812659760,125
MGYP001250221901,125
MGYP003612015898,807
MGYP000786130018,808
MGYP003167285653,808
MGYP000510890989,808
MGYP001440268333,809
MGYP002675741738,810
MGYP000686018568,810
MGYP003506471739,810
MGYP000671145245,811
MGYP000726883530,812
MGYP001367144365,813
MGYP000866750820,814
MGYP002540581470,814
MGYP001327396003,814
MGYP000976658868,814
MGYP001108048331,814
MGYP001553334420,814
MGYP001329011200,814
MGYP003487701306,814
MGYP001824643332,814
MGYP002639042579,814
MGYP001363368065,814
MGYP001263945082,814
MGYP000341290056,814
MGYP001501121065,814
MGYP001281528008,814
MGYP003440736872,814
MGYP000383024758,814
MGYP002171434317,814
MGYP003111696985,814
MGYP000613380604,814
MGYP005736615489,814
MGYP001324856555,815
MGYP000122520636,816
MGYP001533603790,816
MGYP002515911015,816
MGYP003411088187,460
MGYP000154981552,817
MGYP000265202718,818
MGYP001339796337,819
MGYP003621490115,820
MGYP003538629745,821
MGYP005717487407,822
MGYP001250440763,823
MGYP000429219052,824
MGYP000272082826,825
MGYP001228650480,826
MGYP006305047033,826
MGYP001280132248,826
MGYP001355892598,827
MGYP003510910288,828
MGYP003196912560,828
MGYP001518609636,828
MGYP001777882703,828
MGYP003045101938,268
MGYP001758302167,268
MGYP000465550432,829
MGYP000287997802,268
MGYP002653890331,830
MGYP002582593042,831
MGYP005687771211,84
MGYP002636992449,84
MGYP003194123015,832
MGYP002676906807,394
MGYP003313143403,394
MGYP001337766543,833
MGYP005849371931,242
MGYP000995048934,242
MGYP000227946594,242
MGYP006059016765,242
MGYP001484118180,834
MGYP001268190211,835
MGYP002639539886,835
MGYP006162205377,835
MGYP000088421874,836
MGYP002066686655,837
MGYP001405651766,838
MGYP001653492782,839
MGYP006241733933,179
MGYP001266952097,840
MGYP001257724477,841
MGYP001139083750,842
MGYP000537568577,169
MGYP000254989110,843
MGYP006394029781,843
MGYP001111195127,843
MGYP002566710019,844
MGYP002912560541,845
MGYP003383632514,846
MGYP001615014294,847
MGYP002414118944,848
MGYP002602502786,849
MGYP000496099406,849
MGYP000678725138,849
MGYP004574964391,849
MGYP000436633547,850
MGYP004709803575,850
MGYP003205406662,851
MGYP002113779864,851
MGYP001374517037,851
MGYP000641902491,852
MGYP001054068172,853
MGYP000785466769,854
MGYP003611472216,855
MGYP003491623723,856
MGYP000585491041,857
MGYP000938014796,857
MGYP000820604111,857
MGYP000929955119,857
MGYP000885189720,857
MGYP000869497408,857
MGYP000488109634,857
MGYP003169436867,857
MGYP000674502535,858
MGYP001244807290,858
MGYP005709563547,859
MGYP004705839067,859
MGYP000851928364,859
MGYP000701806175,859
MGYP000982684879,859
MGYP005843046597,859
MGYP003665025407,859
MGYP002613812883,859
MGYP000966991038,859
MGYP001421354875,859
MGYP004483229661,859
MGYP005985023493,859
MGYP001955705932,859
MGYP001003237711,859
MGYP000430232251,859
MGYP000386092503,860
MGYP001133025539,859
MGYP005665937765,861
MGYP001365333988,862
MGYP006130841399,862
MGYP006450504431,863
MGYP000233632386,864
MGYP000391134979,864
MGYP002658443562,864
MGYP001212556229,865
MGYP001088484161,866
MGYP000076930194,866
MGYP002553503827,866
MGYP001322185183,867
MGYP006164523527,868
MGYP001337471156,869
MGYP005690514233,869
MGYP003420777952,870
MGYP003150568269,871
MGYP003603876948,66
MGYP001822261251,66
MGYP001125141771,872
MGYP000476395542,873
MGYP004666297171,874
MGYP000849070686,875
MGYP001010376201,876
MGYP002775265979,876
MGYP003230633838,877
MGYP000558094964,878
MGYP000208413396,879
MGYP001132565250,880
MGYP003515581401,880
MGYP003655033130,881
MGYP003484866995,882
MGYP003430313884,882
MGYP000991529579,883
MGYP003394865692,884
MGYP002802893353,885
MGYP001167521404,567
MGYP000135262466,567
MGYP003282757990,567
MGYP005643448661,567
MGYP002769105867,886
MGYP003267523325,887
MGYP003441239175,888
MGYP006448266589,889
MGYP000300237899,481
MGYP000286637830,481
MGYP000697431663,481
MGYP000906405539,481
MGYP003482704339,890
MGYP003969695299,891
MGYP001589252305,364
MGYP000767319026,364
MGYP001097585727,364
MGYP005931365567,364
MGYP000100822244,364
MGYP000838336064,364
MGYP001632704031,364
MGYP001190394367,892
MGYP004601320157,172
MGYP001565757714,172
MGYP003581518512,172
MGYP003415856168,172
MGYP000799545063,172
MGYP001520384720,172
MGYP006340474949,172
MGYP001555840145,417
MGYP001228707161,417
MGYP000086077255,893
MGYP002941567659,894
MGYP003097692895,895
MGYP000894559596,896
MGYP003101854819,896
MGYP004540030359,897
MGYP000836160303,897
MGYP000560680742,897
MGYP001556267539,898
