protein,biome,cluster
MGYP005794877467,unknown,355
MGYP003529568861,unknown,356
MGYP000442635382,unknown,357
MGYP003428617270,unknown,358
MGYP003679849509,unknown,359
MGYP003577835059,unknown,360
MGYP006386669455,unknown,361
MGYP001260986070,unknown,362
MGYP001410636871,unknown,362
MGYP001181544407,unknown,362
MGYP006217319771,unknown,362
MGYP000487706140,unknown,363
MGYP006166789427,unknown,364
MGYP001480663269,unknown,364
MGYP001294805277,unknown,364
MGYP001035665491,unknown,364
MGYP001098940068,unknown,364
MGYP001216546157,unknown,364
MGYP001231373027,unknown,364
MGYP001413257584,unknown,364
MGYP001292000483,unknown,364
MGYP001328830439,unknown,365
MGYP002713013326,unknown,365
MGYP002651259575,unknown,365
MGYP001447645227,unknown,366
MGYP003407817293,unknown,299
MGYP002515911015,unknown,299
MGYP006190938607,unknown,367
MGYP001812892428,unknown,367
MGYP001252646187,unknown,367
MGYP003591104170,unknown,367
MGYP001739839080,unknown,368
MGYP002593386358,unknown,369
MGYP003350765482,unknown,370
MGYP000522591109,unknown,371
MGYP000681984994,unknown,372
MGYP005988876093,unknown,373
MGYP001318035101,unknown,374
MGYP003219740200,unknown,375
MGYP005780642259,unknown,375
MGYP006054969595,unknown,376
MGYP003389125726,unknown,377
MGYP003475292835,unknown,287
MGYP004543422367,unknown,287
MGYP004494932435,unknown,287
MGYP000776066871,unknown,378
MGYP000757649468,unknown,378
MGYP003210267318,unknown,379
MGYP003517684141,unknown,380
MGYP004559815453,unknown,381
MGYP002717245615,unknown,382
MGYP002530570599,unknown,383
MGYP004617540743,unknown,713
MGYP000226517605,unknown,713
MGYP000639846149,unknown,713
MGYP005764351329,unknown,713
MGYP005876111237,unknown,713
MGYP002678391598,unknown,713
MGYP002425820859,unknown,713
MGYP000501248930,unknown,713
MGYP001379787764,unknown,713
MGYP002783044479,unknown,713
MGYP003268192724,unknown,713
MGYP004570684685,unknown,713
MGYP003361743985,unknown,713
MGYP004511303891,unknown,713
MGYP001693297091,unknown,713
MGYP002545633099,unknown,713
MGYP001532047604,unknown,385
MGYP001420694821,unknown,386
MGYP002766792898,unknown,387
MGYP001594506095,unknown,387
MGYP003539368868,unknown,388
MGYP005761626543,unknown,287
MGYP001089763359,unknown,287
MGYP002717948961,unknown,287
MGYP001604424151,unknown,389
MGYP003442672179,unknown,302
MGYP000865483764,unknown,67
MGYP001541721203,unknown,390
MGYP001348771349,unknown,391
MGYP001602998013,unknown,391
MGYP001543034407,unknown,392
MGYP001984727587,unknown,393
MGYP000951288083,unknown,394
MGYP001130908232,unknown,395
MGYP000665423298,unknown,396
MGYP000110883240,unknown,396
MGYP002578656407,unknown,396
MGYP000017655447,unknown,396
MGYP005907017501,unknown,396
MGYP000673698234,unknown,396
MGYP003152352989,unknown,396
MGYP000221837148,unknown,396
MGYP000826898902,unknown,396
MGYP001465987426,unknown,396
MGYP002765870538,unknown,396
MGYP001022066307,unknown,396
MGYP001660991710,unknown,396
MGYP001818438888,unknown,396
MGYP000010261998,unknown,396
MGYP000221212583,unknown,396
MGYP000787320515,unknown,396
MGYP003177365925,unknown,396
MGYP004534539359,unknown,396
MGYP000643502233,unknown,396
MGYP000189405289,unknown,396
MGYP002562610927,unknown,396
MGYP001545293210,unknown,396
MGYP000710128384,unknown,396
MGYP000451863023,unknown,396
MGYP000681882327,unknown,396
MGYP001619476308,unknown,397
MGYP000915019504,unknown,397
MGYP005749412107,unknown,397
MGYP002803073620,unknown,397
MGYP002579462407,unknown,398
MGYP000003531544,unknown,398
MGYP006366212727,unknown,399
MGYP003436089708,unknown,400
MGYP000798179752,unknown,401
MGYP000454665605,unknown,401
MGYP001589056038,unknown,402
MGYP000181602119,unknown,403
MGYP003201522775,unknown,404
MGYP001662537854,unknown,405
MGYP001499714179,unknown,406
MGYP006057203535,unknown,112
MGYP006336209949,unknown,406
MGYP000264156894,unknown,112
MGYP002754822744,unknown,112
MGYP004596905681,unknown,407
MGYP006284864253,unknown,408
MGYP004540030359,unknown,141
MGYP006167085795,unknown,409
MGYP000714328049,unknown,409
MGYP002924441532,unknown,410
MGYP001403767735,unknown,411
MGYP000320314859,unknown,4
MGYP001601344201,unknown,412
MGYP000578698366,unknown,4
MGYP005717272565,unknown,413
MGYP001792702849,unknown,414
MGYP006134150615,unknown,415
MGYP001236977101,unknown,416
MGYP003670290973,unknown,417
MGYP001601502487,unknown,418
MGYP001354576566,unknown,419
MGYP001337766543,unknown,420
MGYP005849371931,unknown,421
MGYP000995048934,unknown,421
MGYP000227946594,unknown,421
MGYP006059016765,unknown,421
MGYP001484118180,unknown,422
MGYP005799252527,unknown,423
MGYP000357363744,unknown,423
MGYP001360972557,unknown,423
MGYP000217036122,unknown,423
MGYP001625455031,unknown,423
MGYP004643839037,unknown,423
MGYP002123791431,unknown,423
MGYP006242077979,unknown,423
MGYP001209003118,unknown,423
MGYP005995153821,unknown,423
MGYP000444466913,unknown,423
MGYP001378375228,unknown,423
MGYP002865846762,unknown,423
MGYP001319423235,unknown,423
MGYP002756626964,unknown,423
MGYP005707469733,unknown,423
MGYP001343079947,unknown,79
MGYP001644463716,unknown,79
MGYP000757340470,unknown,13
MGYP005607008117,unknown,424
MGYP003517488142,unknown,424
MGYP001497538037,unknown,425
MGYP006186420469,unknown,426
MGYP000166883829,unknown,427
MGYP004732920863,unknown,427
MGYP001292360891,unknown,427
MGYP001744442455,unknown,427
MGYP000660393135,unknown,428
MGYP000415380927,unknown,429
MGYP000836160303,unknown,141
MGYP005700801545,unknown,430
MGYP003986863867,unknown,430
MGYP001482479627,unknown,430
MGYP005710135215,unknown,431
MGYP001345698223,unknown,432
MGYP001231400900,unknown,433
MGYP001187725153,unknown,434
MGYP003607926738,unknown,435
MGYP001533368561,unknown,435
MGYP000573662548,unknown,435
MGYP001143325914,unknown,435
MGYP001198209531,unknown,435
MGYP000339442795,unknown,436
MGYP003207826572,unknown,103
MGYP002636992449,unknown,435
MGYP003194123015,unknown,307
MGYP001212280784,unknown,437
MGYP000869213589,unknown,421
MGYP005915192537,unknown,421
MGYP003535687729,unknown,421
MGYP001021464982,unknown,421
MGYP001539091688,unknown,421
MGYP000283805969,unknown,421
MGYP001737702050,unknown,438
MGYP000207804013,unknown,439
MGYP000165758007,unknown,439
MGYP000673967234,unknown,439
MGYP002508249643,unknown,439
MGYP000644685081,root:Host-associated:Human:Digestive system:Large intestine:Fecal,439
MGYP000706726041,unknown,439
MGYP005672244329,unknown,439
MGYP000994973844,unknown,439
MGYP005724565035,unknown,440
MGYP000225847786,unknown,441
MGYP000947422366,unknown,441
MGYP002943543597,unknown,442
MGYP003281456774,unknown,442
MGYP001941087840,unknown,443
MGYP001614854482,unknown,444
MGYP003551207993,unknown,444
MGYP003034019249,unknown,445
MGYP001041638185,unknown,445
MGYP002732919995,unknown,445
MGYP001744697357,unknown,446
MGYP000446861411,unknown,446
MGYP006117800953,unknown,446
MGYP000659556900,unknown,446
MGYP003618234836,unknown,447
MGYP000427505405,unknown,447
MGYP003367043594,unknown,448
MGYP003510963448,unknown,449
MGYP001741649462,unknown,450
MGYP003428237798,unknown,4
MGYP001529044683,unknown,451
MGYP003185120554,unknown,452
MGYP003182561559,unknown,453
MGYP001306650312,unknown,453
MGYP001543994327,unknown,453
MGYP002768065202,unknown,454
MGYP000627126828,unknown,455
MGYP001822500155,unknown,456
MGYP001437059200,unknown,456
MGYP001968926062,unknown,457
MGYP001224605230,unknown,458
MGYP002629886708,unknown,459
MGYP001228707161,unknown,459
MGYP002701139342,unknown,459
MGYP005732018281,unknown,459
MGYP001456700654,unknown,459
MGYP000991120598,unknown,460
MGYP003548094675,unknown,461
MGYP002680613245,unknown,462
MGYP001484861789,unknown,463
MGYP003160875577,unknown,464
MGYP003500759182,unknown,465
MGYP003294005670,unknown,466
MGYP000595825733,unknown,251
MGYP000599111817,unknown,467
MGYP003281692418,unknown,468
MGYP001653282162,unknown,468
MGYP003712005751,unknown,469
MGYP000493970670,unknown,470
MGYP001808767302,unknown,471
MGYP000098796345,unknown,472
MGYP000848024965,unknown,472
MGYP000819522172,unknown,473
MGYP000515068293,unknown,474
MGYP000860512534,unknown,475
MGYP002727792859,unknown,476
MGYP000759713825,unknown,477
MGYP001624390683,unknown,478
MGYP000176852895,unknown,479
MGYP000604532082,unknown,477
MGYP000859481222,unknown,476
MGYP001171594606,unknown,476
MGYP002624255976,unknown,476
MGYP000083143054,unknown,476
MGYP001451083973,unknown,480
MGYP000085096354,unknown,476
MGYP001738106865,unknown,477
MGYP000014752699,unknown,477
MGYP003339992405,unknown,481
MGYP002623985493,unknown,482
MGYP001585449416,unknown,483
MGYP000524099092,unknown,484
MGYP001174954349,unknown,485
MGYP000501154159,unknown,485
MGYP006105281897,unknown,485
MGYP000905075317,unknown,486
MGYP000749535123,unknown,486
MGYP005772165377,unknown,487
MGYP005978092867,unknown,487
MGYP001486782144,unknown,487
MGYP003613756561,unknown,488
MGYP002735541936,unknown,489
MGYP002517555041,unknown,490
MGYP003532406320,unknown,491
MGYP003536674601,unknown,491
MGYP002732829154,unknown,491
MGYP005898484361,unknown,491
MGYP000181543751,unknown,491
MGYP002401112583,unknown,492
MGYP000676288247,unknown,492
MGYP000513348482,unknown,492
MGYP006297720381,unknown,493
MGYP001827215669,unknown,494
MGYP001312184813,unknown,495
MGYP003227832420,unknown,495
MGYP001527261721,unknown,495
MGYP002041388514,unknown,495
MGYP005961951895,unknown,495
MGYP002513303204,unknown,495
MGYP002539168664,unknown,496
MGYP003193789234,unknown,354
MGYP001358269078,unknown,354
MGYP001512264475,unknown,354
MGYP001508988846,unknown,354
MGYP000863487007,unknown,354
MGYP000330792507,unknown,497
MGYP002799111435,unknown,497
MGYP002763000501,unknown,498
MGYP001169848902,unknown,498
MGYP000420940132,unknown,499
MGYP003266704148,unknown,498
MGYP003256331834,unknown,500
MGYP001630962195,unknown,501
MGYP001480117909,unknown,502
MGYP001213872130,unknown,503
MGYP000953898723,unknown,504
MGYP002583412246,unknown,505
MGYP001765769806,unknown,506
MGYP003114622883,unknown,506
MGYP000953012345,unknown,507
MGYP003306222817,unknown,508
MGYP002738129147,unknown,10
MGYP006056895295,unknown,10
MGYP003430843875,unknown,10
MGYP001449778279,unknown,10
MGYP003383407519,unknown,10
MGYP001606328357,unknown,509
MGYP002512457323,unknown,510
MGYP000776911191,unknown,511
MGYP001278641850,unknown,512
MGYP001566331535,unknown,513
MGYP002578739804,unknown,514
MGYP002729618427,unknown,515
MGYP000911469389,unknown,477
MGYP000283189088,unknown,477
MGYP000952977883,unknown,514
MGYP002630846112,unknown,516
MGYP000054496192,unknown,517
MGYP002658917688,unknown,518
MGYP002539788447,unknown,519
MGYP000134760261,unknown,520
MGYP003487317866,unknown,62
MGYP000784626871,unknown,62
MGYP001306224276,unknown,521
MGYP001196130833,unknown,521
MGYP003108180207,unknown,521
MGYP001222370281,unknown,521
MGYP000815635123,unknown,521
MGYP002714111901,unknown,522
MGYP001028483627,unknown,523
MGYP001609063763,unknown,524
MGYP000893476948,unknown,525
MGYP001308087067,unknown,526
MGYP003089078696,unknown,527
MGYP002145911801,unknown,526
MGYP002522933433,unknown,528
MGYP003403345988,unknown,528
MGYP001825358454,unknown,529
MGYP003407362070,unknown,530
MGYP000120118740,unknown,531
MGYP000958717988,unknown,531
MGYP006290008333,unknown,532
MGYP003626295988,unknown,533
MGYP000786051518,unknown,533
MGYP006363595065,unknown,534
MGYP001299251997,unknown,535
MGYP001627673629,unknown,536
MGYP001362360539,unknown,537
MGYP006304482223,unknown,538
MGYP000885773049,unknown,539
MGYP003581593772,unknown,540
MGYP001129443188,unknown,540
MGYP003332017627,unknown,541
MGYP001431954547,unknown,542
MGYP002639042579,unknown,280
MGYP002661885082,unknown,543
MGYP001402967468,unknown,544
MGYP001092563944,unknown,544
MGYP001359216198,unknown,545
MGYP001322229570,unknown,546
MGYP003052293288,unknown,547
MGYP000996960349,unknown,548
MGYP000749735609,unknown,549
MGYP002411147275,unknown,550
MGYP005925600093,unknown,550
MGYP001513500797,unknown,551
MGYP000023916264,unknown,551
MGYP000687329474,unknown,552
MGYP002801518775,unknown,551
MGYP003264016942,unknown,552
MGYP000197568367,unknown,553
MGYP006423288723,unknown,554
MGYP005853514541,unknown,555
MGYP001244381368,unknown,556
MGYP002173935121,unknown,557
MGYP001234416360,unknown,557
MGYP000060716172,unknown,557
MGYP001201282032,unknown,557
MGYP000925340923,unknown,557
MGYP006343662975,unknown,558
MGYP003350498811,root:Environmental:Aquatic:Marine:Oceanic,559
MGYP000069831907,unknown,560
MGYP002789990472,unknown,561
MGYP000879092705,unknown,562
MGYP001081972393,unknown,563
MGYP000895590057,unknown,564
MGYP006257488813,unknown,564
MGYP001553668009,unknown,564
MGYP002119559731,unknown,564
MGYP001412014181,unknown,564
MGYP000823174912,unknown,564
MGYP000428501928,unknown,564
MGYP000061384735,unknown,565
MGYP000812349829,unknown,565
MGYP004559357483,unknown,565
MGYP002730490439,unknown,565
MGYP000735023728,unknown,565
MGYP000806818322,unknown,565
MGYP000537476983,unknown,565
MGYP001715435491,unknown,565
MGYP003428464729,unknown,565
MGYP001359768432,unknown,566
MGYP001617167190,unknown,567
MGYP001828490480,unknown,568
MGYP001110582569,unknown,569
MGYP003301187397,unknown,570
MGYP000688878896,unknown,571
MGYP002574048817,unknown,186
MGYP000249323068,unknown,572
MGYP006338058851,unknown,572
MGYP005966525905,unknown,572
MGYP005612040745,unknown,572
MGYP003655536288,unknown,573
MGYP003638993547,unknown,574
MGYP003572202376,unknown,575
MGYP001819691840,unknown,575
MGYP002067450363,unknown,575
MGYP001280132248,unknown,576
MGYP006087359723,unknown,576
MGYP001228650480,unknown,576
MGYP006305047033,unknown,576
MGYP003996746741,unknown,577
MGYP000858125712,unknown,578
MGYP003368194988,unknown,579
MGYP002611556538,unknown,580
MGYP000535548885,unknown,580
MGYP001612000522,unknown,581
MGYP000286637830,unknown,582
MGYP002572168686,unknown,582
MGYP000729104589,unknown,582
MGYP000624123208,unknown,582
MGYP003162168745,unknown,582
MGYP000697431663,unknown,582
MGYP000300237899,unknown,582
MGYP003373589338,unknown,582
MGYP000661091136,unknown,582
MGYP000661094534,unknown,582
MGYP000693487642,unknown,582
MGYP000287957951,unknown,582
MGYP001060754780,unknown,582
MGYP003237652881,unknown,582
MGYP000906405539,unknown,582
MGYP003295237656,unknown,582
MGYP006344180615,unknown,583
MGYP003398843181,unknown,584
MGYP000269975837,unknown,304
MGYP000554617464,unknown,304
MGYP000628228843,unknown,585
MGYP001268768807,unknown,586
MGYP001091715650,unknown,586
MGYP003367608669,unknown,587
MGYP002672299780,unknown,588
MGYP000594604523,unknown,588
MGYP000218282870,unknown,588
MGYP002671949473,unknown,588
MGYP000411641787,unknown,588
MGYP004471980079,unknown,589
MGYP000020804273,unknown,590
MGYP000575021005,unknown,591
MGYP000463119952,unknown,592
MGYP000964410593,unknown,593
MGYP000956694892,unknown,593
MGYP004460528777,unknown,594
MGYP000955227334,unknown,595
MGYP000996812500,unknown,595
MGYP004746851331,unknown,596
MGYP000129653525,unknown,597
MGYP001806810303,unknown,598
MGYP002507825863,unknown,599
MGYP003174094460,unknown,599
MGYP001328437531,unknown,599
MGYP002687688742,unknown,599
MGYP000883788164,unknown,600
MGYP002905908917,unknown,601
MGYP002537454918,unknown,602
MGYP003174509949,unknown,602
MGYP005980064337,unknown,602
MGYP000801231857,unknown,602
MGYP004465379809,unknown,602
MGYP001142033785,unknown,602
MGYP000929022518,unknown,603
MGYP000885414912,unknown,603
MGYP001389299365,unknown,603
MGYP003405443002,unknown,603
MGYP005644615353,unknown,603
MGYP002623511009,unknown,604
MGYP001106783313,unknown,604
MGYP003298606838,unknown,605
MGYP001568283541,unknown,423
MGYP000526834164,unknown,423
MGYP006436468265,unknown,423
MGYP001376554711,unknown,423
MGYP001264277838,unknown,423
MGYP001058463955,unknown,423
MGYP000900760839,unknown,423
MGYP005642433859,unknown,423
MGYP000033242474,unknown,423
MGYP000842596707,unknown,423
MGYP001661770968,unknown,423
MGYP001532868002,unknown,423
MGYP001272429524,unknown,14
MGYP001280581018,unknown,14
MGYP001033872412,unknown,607
MGYP004483186657,unknown,608
MGYP001209111981,unknown,609
MGYP003891878375,unknown,610
MGYP000948499463,unknown,610
MGYP002518976437,unknown,611
MGYP000470247643,unknown,612
MGYP005780638451,unknown,613
MGYP003269401981,unknown,613
MGYP001380172783,unknown,613
MGYP001432049056,unknown,613
MGYP001509757328,unknown,614
MGYP003969695299,unknown,615
MGYP003249231575,unknown,616
MGYP003343043722,unknown,32
MGYP001374558421,unknown,32
MGYP002634226860,unknown,32
MGYP002289688977,unknown,32
MGYP001281845107,unknown,32
MGYP000298363747,unknown,617
MGYP002558275510,unknown,112
MGYP000497818975,unknown,618
MGYP001523016491,unknown,619
MGYP003682643501,unknown,619
MGYP002571651011,unknown,620
MGYP005637287393,unknown,621
MGYP001494108150,unknown,622
MGYP001084257025,unknown,622
MGYP006122488599,unknown,623
MGYP001093710557,unknown,624
MGYP003256878251,unknown,91
MGYP000775677017,unknown,91
MGYP001585995225,unknown,625
MGYP006197190639,unknown,626
MGYP006220179175,unknown,200
MGYP000629986998,unknown,200
MGYP000339810822,unknown,200
MGYP005610784717,unknown,200
MGYP000782722287,unknown,200
MGYP002638983782,unknown,627
MGYP001618765553,unknown,628
MGYP003313143403,unknown,628
MGYP000050950409,unknown,629
MGYP001220893975,unknown,423
MGYP001596509944,unknown,423
MGYP003621807086,unknown,423
MGYP004519015155,unknown,79
MGYP003288884378,unknown,79
MGYP001300480784,unknown,108
MGYP001195440770,unknown,108
MGYP000460019734,root:Mixed,630
MGYP000036944472,unknown,630
MGYP002825678073,unknown,66
MGYP001312745537,unknown,66
MGYP002525000504,unknown,66
MGYP001808125624,unknown,66
MGYP000350625900,unknown,66
MGYP002518955672,unknown,66
MGYP003087737619,unknown,66
MGYP001783671167,unknown,66
MGYP001186372662,unknown,66
MGYP000484112108,unknown,66
MGYP002519202564,unknown,66
MGYP001622890224,unknown,66
MGYP000341151319,unknown,66
MGYP003163860347,unknown,66
MGYP000139027217,unknown,66
MGYP006363712297,unknown,66
MGYP001631268892,unknown,66
MGYP002662047428,unknown,66
MGYP000749667057,unknown,631
MGYP000784392789,unknown,66
MGYP000800879883,unknown,632
MGYP003528398842,unknown,633
MGYP000994744354,unknown,634
MGYP000203736984,unknown,634
MGYP001537780052,unknown,634
MGYP000301642775,unknown,634
MGYP000778286484,unknown,634
MGYP004532238999,unknown,634
MGYP002529963285,unknown,602
MGYP002545291529,unknown,602
MGYP000484315283,unknown,602
MGYP000943658236,unknown,635
MGYP005749175015,unknown,635
MGYP002612049813,unknown,636
MGYP000256679094,unknown,636
MGYP001528724516,unknown,636
MGYP000983627474,unknown,636
MGYP003954889161,unknown,636
MGYP001325903694,unknown,637
